Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,bundle_name,capital_base,end_date,model_func,model_params,portfolio_strategy_func,portfolio_strategy_params,preprocess_price_preprocessor_func,preprocess_price_preprocessor_params,preprocess_screener_func,preprocess_screener_params,preprocess_technical_indicators_func,preprocess_technical_indicators_params,rebalance_schedule.date_rule,rebalance_schedule.time_rule,start_date,stop_loss_enabled,benchmark_avg_drawdown,benchmark_avg_drawdown_days,benchmark_avg_up_month,benchmark_best_day,benchmark_best_month,benchmark_cagr,benchmark_calmar,benchmark_daily_kurt,benchmark_daily_mean,benchmark_daily_sharpe,benchmark_daily_skew,benchmark_daily_sortino,benchmark_daily_vol,benchmark_incep,benchmark_max_drawdown,benchmark_monthly_mean,benchmark_monthly_sharpe,benchmark_monthly_sortino,benchmark_monthly_vol,benchmark_mtd,benchmark_rf,benchmark_total_return,benchmark_worst_day,benchmark_worst_month,benchmark_ytd,portfolio_avg_drawdown,portfolio_avg_drawdown_days,portfolio_avg_up_month,portfolio_best_day,portfolio_best_month,portfolio_cagr,portfolio_calmar,portfolio_daily_kurt,portfolio_daily_mean,portfolio_daily_sharpe,portfolio_daily_skew,portfolio_daily_sortino,portfolio_daily_vol,portfolio_incep,portfolio_max_drawdown,portfolio_monthly_mean,portfolio_monthly_sharpe,portfolio_monthly_sortino,portfolio_monthly_vol,portfolio_mtd,portfolio_rf,portfolio_total_return,portfolio_worst_day,portfolio_worst_month,portfolio_ytd,portfolio,strategy,Success
8/7/25 22:01,25.8s,5914a17221814b769e08e7ff9caf522e,Test Strategy 5,LOCAL,/opt/anaconda3/envs/quant-stack/lib/python3.11/site-packages/ipykernel_launcher.py,brucebrownlee,FINISHED,qspro_demo_historical_prices_fmp,1000000,7/31/25 00:00,use_factor_as_signal,{'factor_column': 'close_fastqsmom_21_252_126'},long_short_equal_weight_portfolio,"{'num_long_positions': 5, 'long_threshold': 1.0}",preprocess_price_data,"{'min_trading_days': 504, 'remove_low_trading_days': True, 'remove_large_gaps': True, 'remove_low_volume': True, 'symbol_column': 'symbol', 'date_column': 'date', 'open_column': 'open', 'high_column': 'high', 'low_column': 'low', 'close_column': 'close', 'volume_column': 'volume', 'engine': 'polars'}",universe_screener,"{'lookback_days': 730, 'volume_top_n': 10, 'momentum_top_n': None, 'percent_change_filter': False, 'max_percent_change': 0.35, 'volatility_filter': True, 'max_volatility': 0.25, 'min_avg_volume': 100000, 'min_avg_price': 4.0, 'min_last_price': 5.0, 'symbol_column': 'symbol', 'date_column': 'date', 'close_column': 'close', 'volume_column': 'volume'}",add_technical_indicators,"{'date_column': 'date', 'symbol_column': 'symbol', 'close_column': 'close', 'high_column': 'high', 'low_column': 'low', 'volume_column': 'volume', 'compute_rolling_risk': False, 'compute_qs_momentum': True}",NthTradingDayOfMonth,AfterOpen,5/1/25 00:00,FALSE,'-0.008695395507570891,5.1,0.035659346167582484,0.033047453662685466,0.048287212202446694,0.6437184503188094,24.327567990606358,4.3277696973259765,0.5106960596311295,4.283228397053276,1.055169874381867,9.758037561,0.11923157307755806,0.6437184503188094,'-0.026460452214844055,0.4279121540109898,6.917020059501065,Infinity,0.061863657,0.023031480132718274,0,0.13180654287607219,'-0.016850805431390725,0.023031480132718274,0.13180654287607219,'-0.04969926321989265,6.8,0.098381357,0.087333471,0.16162298123913632,1.6929762295953514,12.750700937602787,3.6810352077353268,1.1665274756909736,2.0545157259365245,'-0.7936939681483398,3.1756930907396974,0.5677870755451273,1.6929762295953514,'-0.13277515000000006,1.180576286875206,3.8105303153071746,Infinity,0.30981941860762685,0.16162298123913632,0,0.2799412400000001,'-0.12887722402662938,0.035139733,0.2799412400000001,equal_weight,test,
8/7/25 21:29,27.1s,164d5e0065514c998115179d8873c873,Test Strategy 4,LOCAL,/opt/anaconda3/envs/quant-stack/lib/python3.11/site-packages/ipykernel_launcher.py,brucebrownlee,FINISHED,qspro_demo_historical_prices_fmp,1000000,7/31/25 00:00,use_factor_as_signal,{'factor_column': 'close_fastqsmom_21_252_126'},long_short_equal_weight_portfolio,"{'num_long_positions': 5, 'long_threshold': 1.0}",preprocess_price_data,"{'min_trading_days': 504, 'remove_low_trading_days': True, 'remove_large_gaps': True, 'remove_low_volume': True, 'symbol_column': 'symbol', 'date_column': 'date', 'open_column': 'open', 'high_column': 'high', 'low_column': 'low', 'close_column': 'close', 'volume_column': 'volume', 'engine': 'polars'}",universe_screener,"{'lookback_days': 730, 'volume_top_n': 10, 'momentum_top_n': None, 'percent_change_filter': False, 'max_percent_change': 0.35, 'volatility_filter': True, 'max_volatility': 0.25, 'min_avg_volume': 100000, 'min_avg_price': 4.0, 'min_last_price': 5.0, 'symbol_column': 'symbol', 'date_column': 'date', 'close_column': 'close', 'volume_column': 'volume'}",add_technical_indicators,"{'date_column': 'date', 'symbol_column': 'symbol', 'close_column': 'close', 'high_column': 'high', 'low_column': 'low', 'volume_column': 'volume', 'compute_rolling_risk': False, 'compute_qs_momentum': True}",NthTradingDayOfMonth,AfterOpen,5/1/25 00:00,FALSE,'-0.008695395507570891,5.1,0.035659346167582484,0.033047453662685466,0.048287212202446694,0.6437184503188094,24.327567990606358,4.3277696973259765,0.5106960596311295,4.283228397053276,1.055169874381867,9.758037561,0.11923157307755806,0.6437184503188094,'-0.026460452214844055,0.4279121540109898,6.917020059501065,Infinity,0.061863657,0.023031480132718274,0,0.13180654287607219,'-0.016850805431390725,0.023031480132718274,0.13180654287607219,'-0.04969926321989265,6.8,0.098381357,0.087333471,0.16162298123913632,1.6929762295953514,12.750700937602787,3.6810352077353268,1.1665274756909736,2.0545157259365245,'-0.7936939681483398,3.1756930907396974,0.5677870755451273,1.6929762295953514,'-0.13277515000000006,1.180576286875206,3.8105303153071746,Infinity,0.30981941860762685,0.16162298123913632,0,0.2799412400000001,'-0.12887722402662938,0.035139733,0.2799412400000001,,,Fail
